moa.mastodonhub.com,suspend,true,true,true
moa.st,suspend,true,true,true
monads.online,suspend,true,true,true
morale.ch,suspend,true,true,true
mostr.pub,suspend,true,true,true
mouse.services,suspend,true,true,true
mstdn.io,suspend,true,true,true
mstdn.jp,suspend,true,true,true
mstdn.party,suspend,true,true,true
mstdnandchill.fun,suspend,true,true,true
mstevens.uk,suspend,true,true,true
mugicha.club,suspend,true,true,true
narrativerry.xyz,suspend,true,true,true
natehiggers.online,suspend,true,true,true
nazi.social,suspend,true,true,true
neckbeard.xyz,suspend,true,true,true
needs.vodka,suspend,true,true,true
neenster.org,suspend,true,true,true
nicecrew.digital,suspend,true,true,true
nnia.space,suspend,true,true,true
noagendasocial.com,suspend,true,true,true
noagendasocial.nl,suspend,true,true,true
noagendatube.com,suspend,true,true,true
nobodyhasthe.biz,suspend,true,true,true
noc.social,suspend,true,true,true
nro.io,suspend,true,true,true
ns.auction,suspend,true,true,true
nukem.biz,suspend,true,true,true
nya.house,suspend,true,true,true
obo.sh,suspend,true,true,true
occultist.space,suspend,true,true,true
onionfarms.org,suspend,true,true,true
oursocialism.today,suspend,true,true,true
outpoa.st,suspend,true,true,true
parler.socialq.club,suspend,true,true,true
pawlicker.com,suspend,true,true,true
pawoo.net,suspend,true,true,true
payfrit.com,suspend,true,true,true
paypig.org,suspend,true,true,true
pedo.school,suspend,true,true,true
peertube.sharivegas.com,suspend,true,true,true
piazza.today,suspend,true,true,true
pibvt.net,suspend,true,true,true
pieville.net,suspend,true,true,true
pisskey.io,suspend,true,true,true
pl.anon-kenkai.com,suspend,true,true,true
pl.gamers.exposed,suspend,true,true,true
pl.i2p.rocks,suspend,true,true,true
pl.smuglo.li,suspend,true,true,true
pl.smugloli.net,suspend,true,true,true
pl.thj.no,suspend,true,true,true
pl.wysteriary.art,suspend,true,true,true
plagu.ee,suspend,true,true,true
pleroma.elementality.org,suspend,true,true,true
pleroma.miria.love,suspend,true,true,true
pleroma.nobodyhasthe.biz,suspend,true,true,true
pleroma.skyshanty.xyz,suspend,true,true,true
pleroma.soykaf.com,suspend,true,true,true
pleroma.us,suspend,true,true,true
pleromer.net,suspend,true,true,true
pmth.us,suspend,true,true,true
poa.st,suspend,true,true,true
poast.org,suspend,true,true,true
poast.tv,suspend,true,true,true
pokemon.men,suspend,true,true,true
pol.social,suspend,true,true,true
pornssd.com,suspend,true,true,true
poster.place,suspend,true,true,true
posting.lolicon.rocks,suspend,true,true,true
prospeech.space,suspend,true,true,true
pt.pube.tk,suspend,true,true,true
quanta.wiki,suspend,true,true,true
quodverum.com,suspend,true,true,true
rage.lol,suspend,true,true,true
rakket.app,suspend,true,true,true
rapemeat.shop,suspend,true,true,true
rapemeat.solutions,suspend,true,true,true
rayn.bo,suspend,true,true,true
rcsocial.net,suspend,true,true,true
rdrama.cc,suspend,true,true,true
rebelbase.site,suspend,true,true,true
respublicae.eu,suspend,true,true,true
retardedniggers.forsale,suspend,true,true,true
riaf.xyz,suspend,true,true,true
rodent.live,suspend,true,true,true
rojogato.com,suspend,true,true,true
rot.gives,suspend,true,true,true
ruinouspowe.rs,suspend,true,true,true
ryona.agency,suspend,true,true,true
santsenques.cat,suspend,true,true,true
sauleau.social,suspend,true,true,true
saurier.social,suspend,true,true,true
sayit.world,suspend,true,true,true
schwartzwelt.xyz,suspend,true,true,true
seal.cafe,suspend,true,true,true
searchtodon.social,suspend,true,true,true
sh.itjust.works,suspend,true,true,true
shigusegubu.club,suspend,true,true,true
shitpost.cloud,suspend,true,true,true
shitposter.club,suspend,true,true,true
shota.house,suspend,true,true,true
silliness.observer,suspend,true,true,true
sinblr.com,suspend,true,true,true
skinheads.eu,suspend,true,true,true
skinheads.io,suspend,true,true,true
skinheads.network,suspend,true,true,true
skinheads.social,suspend,true,true,true
skinheads.uk,suspend,true,true,true
skins.gay,suspend,true,true,true
skippers-bin.com,suspend,true,true,true
skyshanty.xyz,suspend,true,true,true
slash.cl,suspend,true,true,true
sleepy.cafe,suspend,true,true,true
sm.shaw.app,suspend,true,true,true
smuglo.li,suspend,true,true,true
sneed.social,suspend,true,true,true
snowdin.town,suspend,true,true,true
soc.mahodou.moe,suspend,true,true,true
soc.ua-fediland.de,suspend,true,true,true
social.bacondarwin.uk,suspend,true,true,true
social.beepboop.ga,suspend,true,true,true
social.byoblu.com,suspend,true,true,true
social.cosmick9.net,suspend,true,true,true
social.domjh.com,suspend,true,true,true
social.eng.chat,suspend,true,true,true
social.erisa.party,suspend,true,true,true
social.getgle.org,suspend,true,true,true
social.isadati.work,suspend,true,true,true
social.jgc.org,suspend,true,true,true
social.lovingexpressions.net,suspend,true,true,true
social.quodverum.com,suspend,true,true,true
social.redxen.eu,suspend,true,true,true
social.ryumu.dev,suspend,true,true,true
social.shrimpcam.pw,suspend,true,true,true
social.syum.ai,suspend,true,true,true
social.teci.world,suspend,true,true,true
social.theredbees.be,suspend,true,true,true
social.tnem.dev,suspend,true,true,true
social.urspringer.de,suspend,true,true,true
social.zhongguotese.net,suspend,true,true,true
societal.co,suspend,true,true,true
socnet.supes.com,suspend,true,true,true
solagg.com,suspend,true,true,true
sonichu.com,suspend,true,true,true
space.escovan.net,suspend,true,true,true
spinster.xyz,suspend,true,true,true
springbo.cc,suspend,true,true,true
squid.kids,suspend,true,true,true
staging.kazar.ma,suspend,true,true,true
starnix.network,suspend,true,true,true
stereophonic.space,suspend,true,true,true
strelizia.net,suspend,true,true,true
stupid.moe,suspend,true,true,true
switter.at,suspend,true,true,true
syspxl.xyz,suspend,true,true,true
takesama.com,suspend,true,true,true
tastingtraffic.net,suspend,true,true,true
tcode.kenfm.de,suspend,true,true,true
teci.world,suspend,true,true,true
terrible.place,suspend,true,true,true
theapex.social,suspend,true,true,true
theautisticinvestors.quest,suspend,true,true,true
thecitadel.social,suspend,true,true,true
theduran.icu,suspend,true,true,true
thepostearthdestination.com,suspend,true,true,true
theres.life,suspend,true,true,true
threads.net,suspend,true,true,true
tkammer.de,suspend,true,true,true
toot.canberrasocial.net,suspend,true,true,true
toot.community,suspend,true,true,true
tooters.space,suspend,true,true,true
traboone.com,suspend,true,true,true
trumpislovetrumpis.life,suspend,true,true,true
truthsocial.co.in,suspend,true,true,true
truthsocial.com,suspend,true,true,true
truthsocialpro.org,suspend,true,true,true
tube.kenfm.de,suspend,true,true,true
tube.querdenken-711.de,suspend,true,true,true
tweets.makerbox.net,suspend,true,true,true
universeodon.com,suspend,true,true,true
urchan.org,suspend,true,true,true
varishangout.net,suspend,true,true,true
video.nobodyhasthe.biz,suspend,true,true,true
videos.martinezperspective.org,suspend,true,true,true
vrij.social,suspend,true,true,true
wg.is,suspend,true,true,true
whinge.house,suspend,true,true,true
whinge.town,suspend,true,true,true
wideboys.org,suspend,true,true,true
wiki-tube.de,suspend,true,true,true
wildebeest.tooot.app,suspend,true,true,true
wintermute.fr.to,suspend,true,true,true
wolfgirl.bar,suspend,true,true,true
worm.pink,suspend,true,true,true
wurm.host,suspend,true,true,true
www.bigguys.club,suspend,true,true,true
xn--p1abe3d.xn--80asehdb,suspend,true,true,true
yggdrasil.social,suspend,true,true,true
youjo.love,suspend,true,true,true
zztails.gay,suspend,true,true,true
