*.10minutepleroma.com,suspend,true,true,true
*.activitypub-troll.cf,suspend,true,true,true
*.mastodonhub.com,suspend,true,true,true
*.misskey-forkbomb.cf,suspend,true,true,true
*.repl.co,suspend,true,true,true
*flockingbird.social,suspend,true,true,true
*ignorelist*,suspend,true,true,true
*kazar.ma,suspend,true,true,true
*outerkosm.us,suspend,true,true,true
*tweepsmap.com,suspend,true,true,true
13bells.com,suspend,true,true,true
1611.social,suspend,true,true,true
4aem.com,suspend,true,true,true
NoAgenda.social,suspend,true,true,true
Pizzaf.art,suspend,true,true,true
Raspberrypi.social,suspend,true,true,true
activism.openworlds.info,suspend,true,true,true
aethy.com,suspend,true,true,true
affiliates.social,suspend,true,true,true
akko.disqordia.space,suspend,true,true,true
akko.saturno.black,suspend,true,true,true
alive.bar,suspend,true,true,true
animalliberation.social,suspend,true,true,true
anime.website,suspend,true,true,true
annihilation.social,suspend,true,true,true
anon-kenkai.com,suspend,true,true,true
app.kenhbit.com,suspend,true,true,true
asbestos.cafe,suspend,true,true,true
awkward.company,suspend,true,true,true
badly.co,suspend,true,true,true
bae.st,suspend,true,true,true
bajax.us,suspend,true,true,true
banepo.st,suspend,true,true,true
baraag.net,suspend,true,true,true
based.directory,suspend,true,true,true
beefyboys.win,suspend,true,true,true
beepboop.ga,suspend,true,true,true
berserker.town,suspend,true,true,true
bgp.social,suspend,true,true,true
bikeshed.party,suspend,true,true,true
bitcoinhackers.org,suspend,true,true,true
bittube.video,suspend,true,true,true
blob.cat,suspend,true,true,true
boks.moe,suspend,true,true,true
brainsoap.net,suspend,true,true,true
breastmilk.club,suspend,true,true,true
brighteon.social,suspend,true,true,true
buildthatwallandmakeamericagreatagain.trumpislovetrumpis.life,suspend,true,true,true
carnivore.social,suspend,true,true,true
cassone.social,suspend,true,true,true
catgirl.life,suspend,true,true,true
cawfee.club,suspend,true,true,true
censorship.icu,suspend,true,true,true
cesko.social,suspend,true,true,true
chungus.cc,suspend,true,true,true
civiq.social,suspend,true,true,true
clew.lol,suspend,true,true,true
cloudflare.social,suspend,true,true,true
cloudisland.online,suspend,true,true,true
club.darknight-coffee.org,suspend,true,true,true
clubcyberia.co,suspend,true,true,true
collapsitarian.io,suspend,true,true,true
comfyboy.club,suspend,true,true,true
contrapointsfan.club,suspend,true,true,true
counter.fedi.live,suspend,true,true,true
couter.social,suspend,true,true,true
crucible.world,suspend,true,true,true
cum.camp,suspend,true,true,true
cum.salon,suspend,true,true,true
cunny.finance,suspend,true,true,true
cupoftea.social,suspend,true,true,true
cutieverse.social,suspend,true,true,true
cybercriminal.eu,suspend,true,true,true
cyberfuck.club,suspend,true,true,true
d-fens.systems,suspend,true,true,true
darknight-coffee.org,suspend,true,true,true
decayable.ink,suspend,true,true,true
defcon.social,suspend,true,true,true
degenerates.fail,suspend,true,true,true
dembased.xyz,suspend,true,true,true
desupost.soy,suspend,true,true,true
detroitriotcity.com,suspend,true,true,true
devtube.dev-wiki.de,suspend,true,true,true
dingdash.com,suspend,true,true,true
dobbs.town,suspend,true,true,true
dogfood.social,suspend,true,true,true
domo.cafe,suspend,true,true,true
eatthebugs.social,suspend,true,true,true
eientei.org,suspend,true,true,true
eldritch.cafe,suspend,true,true,true
elementality.org,suspend,true,true,true
emacs.sh,suspend,true,true,true
emaw.social,suspend,true,true,true
eveningzoo.]club,suspend,true,true,true
eveningzoo.club,suspend,true,true,true
f.haeder.net,suspend,true,true,true
fedi.cybercriminal.eu,suspend,true,true,true
fedi.z0ne.moe,suspend,true,true,true
feedseer.com,suspend,true,true,true
firedragonstudios.com,suspend,true,true,true
firefaithfellowship.com,suspend,true,true,true
fiume.club,suspend,true,true,true
fluf.club,suspend,true,true,true
foxfam.club,suspend,true,true,true
freak.university,suspend,true,true,true
freeatlantis.com,suspend,true,true,true
freecumextremist.com,suspend,true,true,true
freedomofpress.rocks,suspend,true,true,true
freedomstrike.org,suspend,true,true,true
freemarketbastard.theburning.world,suspend,true,true,true
freesoftwareextremist.com,suspend,true,true,true
freespeech.firedragonstudios.com,suspend,true,true,true
freespeech.group,suspend,true,true,true
freespeechextremist.com,suspend,true,true,true
freetalklive.com,suspend,true,true,true
freethinkers.lgbt,suspend,true,true,true
freewahaextremist.wtf,suspend,true,true,true
frennet.link,suspend,true,true,true
froth.zone,suspend,true,true,true
fulltermprivacy.com,suspend,true,true,true
furcel.club,suspend,true,true,true
furry.lgbt,suspend,true,true,true
gab.com,suspend,true,true,true
gameliberty.club,suspend,true,true,true
gearlandia.haus,suspend,true,true,true
genderheretics.xyz,suspend,true,true,true
gentoo.live,suspend,true,true,true
geofront.rocks,suspend,true,true,true
gitmo.life,suspend,true,true,true
gleasonator.com,suspend,true,true,true
glee.li,suspend,true,true,true
glindr.org,suspend,true,true,true
glowers.club,suspend,true,true,true
godspeed.moe,suspend,true,true,true
gorf.pub,suspend,true,true,true
goyim.app,suspend,true,true,true
goyslop.cafe,suspend,true,true,true
haeder.net,suspend,true,true,true
handholding.io,suspend,true,true,true
has.scammed.me,suspend,true,true,true
helladoge.com,suspend,true,true,true
hentai.baby,suspend,true,true,true
hidamari.apartments,suspend,true,true,true
hitchhiker.social,suspend,true,true,true
homoo.social,suspend,true,true,true
honkwerx.tech,suspend,true,true,true
hornyjail.pro,suspend,true,true,true
hunk.city,suspend,true,true,true
iddqd.social,suspend,true,true,true
ieji.de,suspend,true,true,true
intkos.link,suspend,true,true,true
ioc.exchange,suspend,true,true,true
jojo.singleuser.club,suspend,true,true,true
jorts.horse,suspend,true,true,true
justicewarrior.social,suspend,true,true,true
kawa-kun.com,suspend,true,true,true
kibitz.cloud,suspend,true,true,true
kinky.business,suspend,true,true,true
kinkyelephant.com,suspend,true,true,true
kitsunemimi.club,suspend,true,true,true
kiwifarms.cc,suspend,true,true,true
kolektiva.social,suspend,true,true,true
kompost.cz,suspend,true,true,true
kurosawa.moe,suspend,true,true,true
lain.com,suspend,true,true,true
lain.sh,suspend,true,true,true
lc.imexile.moe,suspend,true,true,true
leafposter.club,suspend,true,true,true
leftychan.net,suspend,true,true,true
lewdieheaven.com,suspend,true,true,true
lgbtfree.zone,suspend,true,true,true
liberdon.com,suspend,true,true,true
libertynode.net,suspend,true,true,true
libranet.de,suspend,true,true,true
libre.video,suspend,true,true,true
librenet.co.za,suspend,true,true,true
ligma.pro,suspend,true,true,true
linux.pt,suspend,true,true,true
lizards.live,suspend,true,true,true
loli.pizza,suspend,true,true,true
lolicon.rocks,suspend,true,true,true
lolison.top,suspend,true,true,true
lovingexpressions.net,suspend,true,true,true
lucasvl.nl,suspend,true,true,true
lush.moe,suspend,true,true,true
m.anirloli.dev,suspend,true,true,true
mahodou.moe,suspend,true,true,true
makemysarcophagus.com,suspend,true,true,true
maladaptive.art,suspend,true,true,true
marsey.moe,suspend,true,true,true
masochi.st,suspend,true,true,true
masthead.social,suspend,true,true,true
mastinator.com,suspend,true,true,true
mastodon.chaika.me,suspend,true,true,true
mastodon.city,suspend,true,true,true
mastodon.cloud,suspend,true,true,true
mastodon.coffee,suspend,true,true,true
mastodon.gatewayy.net,suspend,true,true,true
mastodon.lolicon,suspend,true,true,true
mastodong[.]lol,suspend,true,true,true
md.tret.jp,suspend,true,true,true
memehub.eu,suspend,true,true,true
merovingian.club,suspend,true,true,true
meta-tube.de,suspend,true,true,true
midnightride.rs,suspend,true,true,true
midwaytrades.com,suspend,true,true,true
mirr0r.city,suspend,true,true,true
misskey.twink.ink,suspend,true,true,true
